rssi,node,sequence
-61.029606446943,192.168.4.5,21120
-71.76789484437158,192.168.4.11,21120
-69.481106328696,192.168.4.3,21120
-67.45420549493522,192.168.4.9,21120
-69.46608292577287,192.168.4.3,21136
-61.091101384296486,192.168.4.5,21136
-67.4088042655874,192.168.4.9,21136
-68.68865798072744,192.168.4.6,21136
-61.14404041627046,192.168.4.7,21136
-71.77514274169813,192.168.4.11,21136
-71.78216292969098,192.168.4.11,21152
-67.42725836872444,192.168.4.9,21152
-68.66714410032284,192.168.4.6,21152
-69.42031087540738,192.168.4.3,21152
-61.02584983594182,192.168.4.5,21152
-77.96822390433093,192.168.4.10,21152
-61.10826276735051,192.168.4.7,21168
-68.6463069711003,192.168.4.6,21168
-69.4071909224157,192.168.4.3,21168
-60.96264407578574,192.168.4.5,21168
-77.96924245342123,192.168.4.10,21168
-67.41392386172826,192.168.4.9,21168
-71.82017756611577,192.168.4.11,21168
-60.901419089473634,192.168.4.5,21184
-68.65735166656017,192.168.4.6,21184
-67.43221201158228,192.168.4.9,21184
-61.07361395566998,192.168.4.7,21184
-69.42569217919866,192.168.4.3,21184
-77.93823024637503,192.168.4.10,21184
-71.79458025944129,192.168.4.11,21184
-67.41872715784042,192.168.4.9,21200
-77.87631860746762,192.168.4.10,21200
-71.80099025765311,192.168.4.11,21200
-68.6368287254218,192.168.4.6,21200
-61.00880182053034,192.168.4.7,21200
-60.84211200770963,192.168.4.5,21200
-69.41240871335441,192.168.4.3,21200
-60.847036063276,192.168.4.5,21216
-71.80719928747375,192.168.4.11,21216
